date,precipitation,temp_max,temp_min,wind,weather
2013/7/27,0,25.6,12.8,2.6,sun
2013/7/28,0,21.1,12.2,3.4,fog
2013/7/29,0,25,13.3,1.4,sun
2013/7/30,0,25,13.3,2.8,sun
2013/7/31,0,21.7,13.3,1.8,sun
2013/8/1,0,20.6,13.3,3.9,sun
2013/8/2,2,17.2,15,2,sun
2013/8/3,0,25,15.6,2.4,fog
2013/8/4,0,28.9,15,3.4,sun
2013/8/5,0,30,15,2.1,sun
2013/8/6,0,30.6,13.9,1.4,sun
2013/8/7,0,31.1,13.9,1.9,sun
2013/8/8,0,28.3,14.4,2.5,sun
2013/8/9,0,28.3,14.4,2.1,rain
2013/8/10,2.3,25.6,15,2.9,sun
2013/8/11,0,25,14.4,2.9,sun
2013/8/12,0,25.6,16.1,1.9,sun
2013/8/13,0,27.8,15,1.8,sun
2013/8/14,0.8,27.2,15,2,sun
2013/8/15,1.8,21.1,17.2,1,sun
2013/8/16,0,28.9,16.1,2.2,fog
2013/8/17,0,25.6,17.2,3,sun
2013/8/18,0,26.1,15.6,3.1,sun
2013/8/19,0,26.7,15.6,3,sun
2013/8/20,0,25.6,16.1,4.6,sun
2013/8/21,0,27.8,15,4.3,sun
2013/8/22,0,28.9,15,1.9,sun
2013/8/23,0,25,16.1,4.1,sun
2013/8/24,0,25,16.7,2.7,sun
2013/8/25,0.3,22.2,16.1,2.6,sun
2013/8/26,1,24.4,16.1,1.9,sun
2013/8/27,1.3,26.7,17.2,1.4,sun
2013/8/28,5.6,26.7,15.6,1.3,fog
2013/8/29,19.3,23.9,18.3,3,sun
2013/8/30,0,26.1,16.1,2.9,sun
2013/8/31,0,27.8,13.9,2.6,sun
2013/9/1,0,27.8,15.6,2.5,sun
2013/9/2,0,27.8,17.2,2.1,sun
2013/9/3,2.3,25,16.7,1.7,fog
2013/9/4,0.3,22.8,16.1,2.4,fog
2013/9/5,27.7,20,15.6,2.5,sun
2013/9/6,21.3,21.7,16.1,2.6,fog
2013/9/7,0,23.3,17.2,2,sun
2013/9/8,0,26.7,14.4,1.5,fog
2013/9/9,0,26.1,13.9,2.1,sun
2013/9/10,0,26.7,15,3.7,sun
2013/9/11,0,33.9,16.1,2.4,sun
2013/9/12,0,25.6,15,1.7,sun
2013/9/13,0,18.9,15.6,2,sun
2013/9/14,0,21.7,15.6,1.4,fog
2013/9/15,3.3,18.9,14.4,2.2,sun
2013/9/16,0.3,21.7,15,4.3,fog
2013/9/17,0,17.8,13.9,2.3,sun
2013/9/18,0,21.1,13.3,2.5,sun
2013/9/19,0,25.6,10,1.5,sun
2013/9/20,3.6,23.3,13.3,3,fog
2013/9/21,0,21.1,13.3,2.5,sun
2013/9/22,13.5,17.2,13.3,5.5,fog
2013/9/23,2.8,16.1,11.1,4.5,fog
2013/9/24,0,17.8,10,2.6,sun
2013/9/25,2,16.1,9.4,3,fog
2013/9/26,0,17.2,7.2,2.2,sun
2013/9/27,1,13.9,10.6,4.3,fog
2013/9/28,43.4,16.7,11.7,6,fog
2013/9/29,16.8,14.4,11.1,7.1,sun
2013/9/30,18.5,13.9,10,6.3,fog
2013/10/1,7.9,14.4,8.9,4.7,fog
2013/10/2,5.3,12.8,9.4,2.4,fog
2013/10/3,0.8,14.4,8.9,0.9,fog
2013/10/4,0,17.8,5.6,1.1,sun
2013/10/5,0,20,8.3,1.6,sun
2013/10/6,4.1,22.8,7.8,2.6,fog
2013/10/7,0.5,16.1,11.7,6.3,fog
2013/10/8,6.9,13.9,7.8,3,rain
2013/10/9,0,15,5.6,1.6,sun
2013/10/10,1,14.4,8.3,1.7,fog
2013/10/11,9.1,13.9,10.6,1,sun
2013/10/12,1,14.4,8.9,2.2,fog
2013/10/13,0,15,6.7,1.8,fog
2013/10/14,0,15.6,3.9,1.6,sun
2013/10/15,0,15.6,5,0.9,sun
2013/10/16,0,12.8,8.9,2.7,fog
2013/10/17,0,14.4,8.9,1.7,fog
2013/10/18,0,12.8,7.2,1.2,sun
2013/10/19,0,10.6,7.8,1.4,sun
2013/10/20,0,10.6,7.8,2.4,sun
2013/10/21,0,11.7,8.3,2.5,sun
2013/10/22,0,14.4,7.2,1.9,sun
2013/10/23,0,12.8,6.1,0.4,sun
2013/10/24,0,10,6.1,0.6,sun
2013/10/25,0,12.2,7.8,1.8,sun
2013/10/26,0,11.7,8.3,2.7,sun
2013/10/27,1.8,13.9,8.3,4.4,fog
2013/10/28,0,14.4,7.2,5.1,sun
2013/10/29,0,13.3,3.3,2.2,sun
2013/10/30,0.5,15,5.6,3.9,sun
2013/10/31,0.3,14.4,10.6,2.2,fog
2013/11/1,1.3,17.8,11.7,1.4,sun
2013/11/2,12.7,14.4,8.3,7.9,fog
2013/11/3,0.5,12.2,4.4,2.4,sun
2013/11/4,0,10.6,3.9,1.6,drizzle
2013/11/5,2.5,13.3,7.2,3.1,fog
2013/11/6,3.8,12.8,7.8,1.7,sun
2013/11/7,30,11.1,10,7.2,fog
2013/11/8,0,13.3,7.2,4.1,sun
2013/11/9,1.8,11.1,5,1.4,sun
2013/11/10,0,11.1,8.3,4.4,sun
2013/11/11,0,16.1,6.1,2.6,fog
2013/11/12,4.1,15.6,8.9,2.2,fog
2013/11/13,0,13.9,10.6,3.8,sun
2013/11/14,1.3,11.1,6.1,1.1,fog
2013/11/15,3,10.6,7.2,6,sun
2013/11/16,0,10,5,4.6,sun
2013/11/17,5.3,11.7,7.2,5.4,fog
2013/11/18,26.2,12.8,9.4,3.9,fog
2013/11/19,1,13.3,4.4,5.1,fog
2013/11/20,0,7.8,1.7,4.3,sun
2013/11/21,0,7.8,-0.5,3.6,sun
2013/11/22,0,9.4,0,4.6,sun
2013/11/23,0,11.1,1.1,2.6,sun
2013/11/24,0,11.7,0.6,0.9,fog
2013/11/25,0,12.2,2.2,0.5,sun
2013/11/26,0,12.2,2.8,1,sun
2013/11/27,0,14.4,5.6,1.3,sun
2013/11/28,0,11.7,3.3,0.7,sun
2013/11/29,0.5,9.4,5,2.1,fog
2013/11/30,2.3,11.1,7.2,3.9,fog
2013/12/1,3,13.3,7.8,8.8,fog
2013/12/2,4.6,7.8,1.7,3.5,sun
2013/12/3,0,5,-0.5,5.6,sun
2013/12/4,0,4.4,-2.1,1.6,sun
2013/12/5,0,1.1,-4.9,2.6,sun
2013/12/6,0,1.1,-4.3,4.7,sun
2013/12/7,0,0,-7.1,3.1,sun
2013/12/8,0,2.2,-6.6,2.2,sun
2013/12/9,0,1.1,-4.9,1.3,sun
2013/12/10,0,5.6,0.6,1.5,sun
2013/12/11,0,5,-1.6,0.8,sun
2013/12/12,6.9,5.6,-0.5,2.3,sun
2013/12/13,0.5,9.4,5.6,2.9,fog
2013/12/14,0,9.4,6.1,3.7,sun
2013/12/15,1.3,11.7,8.3,3.9,fog
2013/12/16,0.3,10,4.4,1,sun
2013/12/17,0,8.3,4.4,2.7,sun
2013/12/18,1.3,7.8,2.2,2.8,fog
2013/12/19,0,5,0,2.1,sun
2013/12/20,5.6,8.3,0.6,3.7,fog
2013/12/21,5.6,8.9,5.6,2.3,fog
2013/12/22,10.7,10.6,8.3,4,fog
2013/12/23,1.5,11.7,6.1,5.9,fog
2013/12/24,0,8.3,2.8,1.7,sun
2013/12/25,0,6.7,1.7,0.8,sun
2013/12/26,0,6.7,0.6,0.5,sun
2013/12/27,0.3,8.9,0,2.1,fog
2013/12/28,0,9.4,3.3,1.3,sun
2013/12/29,0,7.2,1.7,1.1,sun
2013/12/30,0.3,8.9,4.4,2.6,sun
2013/12/31,0.5,8.3,5,1.7,sun
2014/1/1,0,7.2,3.3,1.2,sun
2014/1/2,4.1,10.6,6.1,3.2,sun
2014/1/3,1.5,8.9,2.8,2.6,fog
2014/1/4,0,7.8,0.6,2.7,fog
2014/1/5,0,8.3,-0.5,3.7,sun
2014/1/6,0.3,7.8,-0.5,2.6,fog
2014/1/7,12.2,8.3,5,1.6,sun
2014/1/8,9.7,10,7.2,4.6,fog
2014/1/9,5.8,9.4,5.6,6.3,fog
2014/1/10,4.3,12.8,8.3,7,sun
2014/1/11,21.3,14.4,7.2,8.8,fog
2014/1/12,1.5,11.1,5.6,8.1,fog
2014/1/13,0,10.6,10,7.1,sun
2014/1/14,0,11.1,7.2,1.3,sun
2014/1/15,0,11.1,5.6,2.5,sun
2014/1/16,0,6.7,4.4,2.7,sun
2014/1/17,0,5.6,2.8,2.3,sun
2014/1/18,0,9.4,0.6,2.2,sun
2014/1/19,0,6.1,3.3,2.5,sun
2014/1/20,0,10,2.8,2.2,sun
2014/1/21,0,10,1.7,1.5,sun
2014/1/22,0.5,9.4,5.6,2.6,sun
2014/1/23,0,10,2.8,5.2,fog
2014/1/24,0,12.8,1.1,1.9,sun
2014/1/25,0,12.2,1.1,0.8,sun
2014/1/26,0,8.3,0.6,1.3,sun
2014/1/27,0,9.4,1.7,1.3,sun
2014/1/28,8.9,11.1,6.1,1.6,fog
2014/1/29,21.6,11.1,7.2,3.4,fog
2014/1/30,0,8.3,6.1,6.4,sun
2014/1/31,2.3,7.8,5.6,2.6,fog
2014/2/1,2,7.8,2.8,0.8,sun
2014/2/2,0,8.9,1.1,2.5,sun
2014/2/3,0,5,0,4.3,sun
2014/2/4,0,2.8,-2.1,4.7,sun
2014/2/5,0,-0.5,-5.5,6.6,sun
2014/2/6,0,-1.6,-6,4.5,sun
2014/2/7,0,3.3,-4.9,4.2,sun
2014/2/8,5.1,5.6,-0.5,4.6,fog
2014/2/9,0.5,3.9,0,2.4,fog
2014/2/10,18.3,10,2.2,4.7,fog
2014/2/11,17,12.2,5.6,3.8,fog
2014/2/12,4.6,12.2,7.2,6.4,fog
2014/2/13,1.8,12.8,7.8,6.3,fog
2014/2/14,9.4,11.7,6.1,6.4,fog
2014/2/15,11.7,11.1,5,5.1,fog
2014/2/16,26.4,9.4,3.9,7.9,fog
2014/2/17,14.5,8.3,4.4,5.5,fog
2014/2/18,15.2,8.9,5,6.2,fog
2014/2/19,1,8.3,3.9,6,sun
2014/2/20,3,10,5.6,6.9,fog
2014/2/21,2.8,6.7,3.9,2.9,fog
2014/2/22,2.5,5.6,2.8,3.1,fog
2014/2/23,6.1,7.2,3.9,2.6,fog
2014/2/24,13,6.7,3.3,3.2,fog
2014/2/25,0.3,12.2,3.9,4.5,fog
2014/2/26,0,13.9,5.6,2.5,sun
2014/2/27,0,12.8,4.4,2.3,sun
2014/2/28,0,14.4,4.4,5.9,sun
2014/3/1,0.5,7.2,4.4,4.7,sun
2014/3/2,19.1,11.1,2.8,5.7,fog
2014/3/3,10.7,14.4,8.9,5.1,fog
2014/3/4,16.5,13.9,7.8,3.9,fog
2014/3/5,46.7,15.6,10.6,3.9,fog
2014/3/6,3,13.3,10,6.2,fog
2014/3/7,0,15.6,8.9,4.2,sun
2014/3/8,32.3,12.8,6.7,2.7,fog
2014/3/9,4.3,15,9.4,4.3,fog
2014/3/10,18.8,12.2,6.1,2.2,fog
2014/3/11,0,14.4,4.4,2.3,fog
2014/3/12,0,16.1,3.3,1.9,fog
2014/3/13,0.5,13.9,5,2.5,fog
2014/3/14,6.9,14.4,8.3,6.1,fog
2014/3/15,8.1,16.7,4.4,3,fog
2014/3/16,27.7,10.6,4.4,3.8,fog
2014/3/17,0.3,10,2.8,3.2,fog
2014/3/18,0,10,3.3,1.6,sun
2014/3/19,0.5,11.1,3.3,5.1,sun
2014/3/20,0,11.1,1.7,3,sun
2014/3/21,0,10.6,2.8,3.8,sun
2014/3/22,0,11.1,1.1,1.8,sun
2014/3/23,0,12.8,4.4,3.3,sun
2014/3/24,0,18.9,2.8,2.2,sun
2014/3/25,4.1,13.9,6.7,4.4,fog
2014/3/26,3.6,11.1,5.6,2.4,fog
2014/3/27,0.3,12.2,6.7,2.8,fog
2014/3/28,22.1,11.7,7.2,3.9,fog
2014/3/29,14,11.7,7.2,5.1,fog
2014/3/30,0,11.1,5,5.1,sun
2014/3/31,0,15.6,2.2,3.8,sun
2014/4/1,0,14.4,6.7,2.8,sun
2014/4/2,0,14.4,5.6,4.2,sun
2014/4/3,2.5,13.3,6.1,3.9,sun
2014/4/4,0,12.8,6.1,4.7,sun
2014/4/5,4.6,11.7,7.8,4.3,fog
2014/4/6,0,13.9,8.3,2.6,sun
2014/4/7,0,21.1,9.4,2.5,sun
2014/4/8,4.6,15.6,8.3,4.2,fog
2014/4/9,0,14.4,6.7,2.9,sun
2014/4/10,0,15,6.7,3.6,sun
2014/4/11,0,17.2,5,2.8,sun
2014/4/12,0,16.1,7.8,4.4,sun
2014/4/13,0,20.6,5.6,3.1,sun
2014/4/14,0,20,5.6,2.6,sun
2014/4/15,0.5,14.4,7.8,4,sun
2014/4/16,10.9,11.1,8.9,4.6,fog
2014/4/17,18.5,11.7,7.2,4.7,fog
2014/4/18,0,14.4,5.6,3.8,sun
2014/4/19,13.7,11.7,5.6,4.7,fog
2014/4/20,0,15.6,5.6,2.7,sun
2014/4/21,5.1,17.2,7.8,2.5,fog
2014/4/22,14.2,12.2,5,4.2,fog
2014/4/23,8.9,11.7,6.1,5,fog
2014/4/24,12.4,13.9,6.1,5.3,fog
2014/4/25,0,14.4,5.6,2.3,sun
2014/4/26,3.3,15,5.6,3.9,sun
2014/4/27,6.9,11.1,6.1,5.8,fog
2014/4/28,0,16.1,4.4,2.6,sun
2014/4/29,0,25,9.4,2.3,sun
2014/4/30,0,27.8,9.4,3.9,sun
2014/5/1,0,29.4,11.1,3,sun
2014/5/2,0,18.3,10.6,4.7,sun
2014/5/3,33.3,15,8.9,3.4,fog
2014/5/4,16,14.4,8.9,4.2,fog
2014/5/5,5.1,15.6,9.4,3.8,fog
2014/5/6,0,16.7,8.3,2.6,sun
2014/5/7,0,18.3,7.2,1.7,sun
2014/5/8,13.7,13.9,9.4,3.4,fog
2014/5/9,2,13.3,7.2,5.6,sun
2014/5/10,0.5,15.6,7.2,2.1,fog
2014/5/11,0,18.9,8.3,1.7,sun
2014/5/12,0,24.4,9.4,2.7,sun
2014/5/13,0,26.7,12.8,3.8,sun
2014/5/14,0,27.8,13.3,3.3,sun
2014/5/15,0,26.7,12.8,3,sun
2014/5/16,0,20,11.7,4.1,sun
2014/5/17,0,20,11.7,3.2,sun
2014/5/18,0,20,10.6,3.2,sun
2014/5/19,0,21.1,10,2.2,sun
2014/5/20,0,22.2,10,2.7,sun
2014/5/21,0,20,10.6,1.7,sun
2014/5/22,0,24.4,11.7,2.5,sun
2014/5/23,3.8,20,12.8,4,fog
2014/5/24,0,18.3,11.1,2.4,sun
2014/5/25,5.6,15,10.6,1.4,fog
2014/5/26,0,18.3,11.1,4.5,sun
2014/5/27,0,20,10,2.5,sun
2014/5/28,0,18.9,10,3.4,sun
2014/5/29,0,18.9,11.1,4.3,sun
2014/5/30,0,20.6,8.9,4.5,sun
2014/5/31,0,23.3,10,2.2,sun
2014/6/1,0,22.2,10.6,2.3,sun
2014/6/2,0,23.3,11.1,2.4,sun
2014/6/3,0,18.3,11.1,3.2,sun
2014/6/4,0,19.4,10,2.6,sun
2014/6/5,0,22.2,10,2.4,sun
2014/6/6,0,25,10.6,3.2,sun
2014/6/7,0,24.4,13.3,3.1,sun
2014/6/8,0,23.3,12.2,2.1,sun
2014/6/9,0,21.1,13.3,3.6,sun
2014/6/10,0,20,12.2,2.9,sun
2014/6/11,0,23.9,11.1,2.7,sun
2014/6/12,1.8,21.7,12.2,4,sun
2014/6/13,6.4,15.6,11.1,5,fog
2014/6/14,0,17.8,11.7,3.2,sun
2014/6/15,0.5,18.3,10,3.6,fog
2014/6/16,3.6,17.8,8.9,2.4,fog
2014/6/17,1.3,17.8,10,3,fog
2014/6/18,0,18.9,11.1,2.7,sun
2014/6/19,0.8,25.6,11.7,3.7,sun
2014/6/20,0.3,20,10,3.4,sun
2014/6/21,0,22.2,10.6,3.6,sun
2014/6/22,0,25,11.1,2.7,sun
2014/6/23,0,25,13.3,2.5,sun
2014/6/24,0,24.4,14.4,2.5,sun
2014/6/25,0,26.1,13.9,2.4,sun
2014/6/26,0,21.1,14.4,4.1,sun
2014/6/27,1.8,21.1,13.9,4.5,fog
2014/6/28,2.3,20,13.3,4.3,fog
2014/6/29,0,20.6,12.8,3.2,sun
2014/6/30,0,25.6,12.8,4.4,sun
2014/7/1,0,34.4,15.6,3.5,sun
2014/7/2,0,27.2,14.4,3.6,sun
2014/7/3,0,21.7,13.9,3.1,sun
2014/7/4,0,23.9,13.9,3.6,sun
2014/7/5,0,24.4,13.3,2.2,fog
2014/7/6,0,28.9,15,3,sun
2014/7/7,0,27.2,17.8,4.1,fog
2014/7/8,0,30,15.6,3.5,sun
2014/7/9,0,26.7,13.9,2.3,sun
2014/7/10,0,28.9,12.8,2.2,fog
2014/7/11,0,31.1,15,2.2,sun
2014/7/12,0,32.2,16.7,2.2,sun
2014/7/13,0,29.4,15,2.6,rain
2014/7/14,0,27.8,15,2.8,sun
2014/7/15,0,31.1,13.9,2.3,sun
2014/7/16,0,31.1,14.4,2.4,sun
2014/7/17,0,26.7,13.9,3.7,sun
2014/7/18,0,23.9,11.7,2.8,sun
2014/7/19,0,25.6,15,5.4,fog
2014/7/20,0,19.4,14.4,2.8,sun
2014/7/21,0,23.9,13.3,2.2,sun
2014/7/22,0.3,21.1,13.3,1.1,fog
2014/7/23,19.3,18.9,13.3,3.3,sun
2014/7/24,0,20.6,12.8,4.7,sun
2014/7/25,0,22.8,12.2,2.7,sun
2014/7/26,0,26.1,13.3,3.6,sun
2014/7/27,0,28.3,15,4.1,sun
2014/7/28,0,30.6,15,3.7,sun
2014/7/29,0,30,15.6,2.8,sun
2014/7/30,0,29.4,14.4,3.4,sun
2014/7/31,0,30.6,17.8,4.1,sun
2014/8/1,0,28.9,15,3.3,sun
2014/8/2,0.5,29.4,15.6,1.7,sun
2014/8/3,0,31.7,14.4,2.6,sun
2014/8/4,0,32.8,16.1,2.6,sun
2014/8/5,0,25,13.9,2.7,sun
2014/8/6,0,26.1,15,2.2,fog
2014/8/7,0,25.6,13.3,2.4,fog
2014/8/8,0,25.6,13.3,2.9,sun
2014/8/9,0,27.2,15.6,4.1,sun
2014/8/10,0,30.6,13.9,3.4,sun
2014/8/11,0.5,35.6,17.8,2.6,rain
2014/8/12,12.7,27.2,17.2,3.1,fog
2014/8/13,21.6,23.3,15,2.7,fog
2014/8/14,0,21.1,17.2,0.6,sun
2014/8/15,1,24.4,16.7,1.5,fog
2014/8/16,0,25.6,15.6,2.2,sun
2014/8/17,0,27.8,15,2.8,sun
2014/8/18,0,29.4,15.6,3.3,sun
2014/8/19,0,27.2,15.6,2.4,sun
2014/8/20,0,21.7,13.9,3.6,sun
2014/8/21,0,21.1,11.1,1.7,sun
2014/8/22,0,23.9,13.3,2.9,sun
2014/8/23,0,27.8,13.9,2,sun
2014/8/24,0,25,13.3,2.3,sun
2014/8/25,0,28.9,14.4,2,sun
2014/8/26,0,31.1,15.6,1.8,sun
2014/8/27,0,28.9,16.1,1.6,sun
2014/8/28,0,23.3,14.4,2.3,sun
2014/8/29,0,22.8,15,3.4,sun
2014/8/30,8.4,17.8,15,2.2,fog
2014/8/31,1.3,21.1,13.9,1.9,fog
2014/9/1,0,23.3,12.8,2.5,sun
2014/9/2,3,20,13.9,4.3,fog
2014/9/3,0,20.6,12.8,2.7,sun
2014/9/4,0,23.9,11.1,3.1,fog
2014/9/5,0,27.8,13.9,6.5,fog
2014/9/6,0,32.2,15,2.9,sun
2014/9/7,0,28.3,13.3,2.1,sun
2014/9/8,0,21.1,13.3,2.8,sun
2014/9/9,0,21.7,13.3,2.3,sun
2014/9/10,0,22.2,12.2,3.9,sun
2014/9/11,0,24.4,12.8,5.3,sun
2014/9/12,0,24.4,12.8,5.9,sun
2014/9/13,0,28.3,10,4.2,sun
2014/9/14,0,30,11.7,1.8,sun
2014/9/15,0,30.6,12.2,1.2,sun
2014/9/16,0,22.2,13.9,2.8,sun
2014/9/17,0.5,22.8,14.4,2.3,sun
2014/9/18,0.3,19.4,15,3.1,fog
2014/9/19,0,23.9,16.1,2.8,sun
2014/9/20,0,24.4,14.4,4.4,fog
2014/9/21,0,26.1,12.8,3,sun
2014/9/22,0.3,22.2,15,2.1,fog
2014/9/23,18.3,18.9,14.4,2.5,fog
2014/9/24,20.3,18.9,14.4,2.7,fog
2014/9/25,4.3,21.7,14.4,2.5,fog
2014/9/26,8.9,20,13.9,3.3,fog
2014/9/27,0,20.6,11.7,3.2,fog
2014/9/28,0,18.9,12.2,2,fog
2014/9/29,0.8,16.7,11.1,3.5,fog
2014/9/30,0,19.4,12.2,2.6,sun
2014/10/1,0,18.3,11.1,2.1,sun
2014/10/2,0,19.4,10,2,sun
2014/10/3,0,22.2,8.9,1,sun
2014/10/4,0,21.7,12.2,1.2,sun
2014/10/5,0,23.9,11.7,1.4,fog
2014/10/6,0,25.6,13.3,2.5,fog
2014/10/7,0,18.9,13.9,1,fog
2014/10/8,0,20.6,12.8,1.8,fog
2014/10/9,0,17.2,11.1,1,fog
2014/10/10,0.3,18.3,10,3.8,fog
2014/10/11,7.4,18.3,11.7,3.5,rain
2014/10/12,0,17.8,11.7,2.1,sun
2014/10/13,7.6,21.1,10,3.1,fog
2014/10/14,7.1,16.7,11.7,2.2,fog
2014/10/15,8.6,16.1,11.7,4.7,fog
2014/10/16,0,20.6,11.1,3.3,sun
2014/10/17,3.3,16.7,11.7,3,fog
2014/10/18,15,19.4,13.9,1.9,fog
2014/10/19,0,22.2,12.8,3.2,sun
2014/10/20,11.7,16.1,12.2,3.1,fog
2014/10/21,1,16.1,11.7,4.7,sun
2014/10/22,32,15.6,11.7,5,fog
2014/10/23,9.4,14.4,8.3,4.6,sun
2014/10/24,4.1,14.4,8.9,3.2,sun
2014/10/25,6.1,16.7,8.3,5.4,fog
2014/10/26,1.5,12.8,7.8,5,fog
2014/10/27,0.8,15.6,6.7,2.4,sun
2014/10/28,12.7,15,9.4,3.9,fog
2014/10/29,0.5,16.7,11.7,3.1,fog
2014/10/30,25.4,15.6,11.1,3.2,fog
2014/10/31,17,12.8,8.3,2,fog
2014/11/1,0,11.1,7.2,1.2,fog
2014/11/2,1.8,13.3,7.2,2.9,fog
2014/11/3,10.9,13.9,11.1,4.8,fog
2014/11/4,4.1,14.4,10.6,3.3,fog
2014/11/5,4.8,15,10.6,2.1,fog
2014/11/6,4.1,16.7,10.6,6.7,fog
2014/11/7,0,14.4,7.2,2.3,sun
2014/11/8,0,12.8,3.9,0.8,fog
2014/11/9,5.1,13.3,7.8,3,fog
2014/11/10,0,11.1,5.6,3.9,sun
2014/11/11,0,7.8,1.1,7.7,sun
2014/11/12,0,6.7,0,7.6,sun
2014/11/13,0,7.2,0.6,4.7,sun
2014/11/14,0,7.2,-2.1,4.5,sun
2014/11/15,0,8.3,-1.6,4.2,sun
2014/11/16,0,9.4,-2.1,4.2,sun
2014/11/17,0,10.6,-2.1,1.9,sun
2014/11/18,0,7.2,-0.5,0.9,sun
2014/11/19,0,11.1,2.2,1.9,sun
2014/11/20,3.6,11.1,5.6,2.1,fog
2014/11/21,15.2,11.1,8.3,4.7,fog
2014/11/22,0.5,9.4,6.7,4.7,sun
2014/11/23,11.9,12.8,5.6,5.1,fog
2014/11/24,1.3,11.7,4.4,3.8,fog
2014/11/25,18.3,13.9,9.4,4.5,fog
2014/11/26,0.3,15,12.2,3.9,sun
2014/11/27,3.3,14.4,11.7,6.6,fog
2014/11/28,34.3,12.8,3.3,5.8,fog
2014/11/29,3.6,4.4,-4.3,5.3,fog
2014/11/30,0,2.8,-4.9,4.4,sun
2014/12/1,0,4.4,-3.2,2.2,sun
2014/12/2,0,5.6,-3.2,5.7,fog
2014/12/3,0,10,0,3.6,sun
2014/12/4,0.8,8.3,3.9,1.1,fog
2014/12/5,3,12.8,6.7,3.1,fog
2014/12/6,7.4,11.7,7.8,3.6,fog
2014/12/7,0,14.4,6.1,2.8,sun
2014/12/8,9.1,14.4,8.9,4.2,fog
2014/12/9,9.9,16.1,10.6,5.1,fog
2014/12/10,13,18.9,10,6.7,fog
2014/12/11,6.9,14.4,8.3,6.4,fog
2014/12/12,0,11.1,7.2,3.7,sun
2014/12/13,0,10,3.9,1.1,fog
2014/12/14,0,12.8,1.7,3.5,fog
2014/12/15,0,12.2,6.7,5.9,sun
2014/12/16,0,10,8.3,4,sun
2014/12/17,2.8,8.9,6.1,1.6,fog
2014/12/18,13,9.4,6.7,3.1,fog
2014/12/19,3,11.1,7.2,4.3,sun
2014/12/20,19.6,12.8,6.7,5.5,fog
2014/12/21,0,12.8,10,5.2,sun
2014/12/22,0,10.6,6.1,1.5,sun
2014/12/23,20.6,12.2,5,3.8,fog
2014/12/24,5.3,7.2,3.9,1.8,fog
2014/12/25,0,7.8,2.8,2.2,fog
2014/12/26,0,5.6,1.7,1.2,fog
2014/12/27,3.3,9.4,4.4,4.9,fog
2014/12/28,4.1,6.7,2.8,1.8,fog
2014/12/29,0,6.1,0.6,4.3,fog
2014/12/30,0,3.3,-2.1,3.6,sun
2014/12/31,0,3.3,-2.7,3,sun
2015/1/1,0,5.6,-3.2,1.2,sun
2015/1/2,1.5,5.6,0,2.3,fog
2015/1/3,0,5,1.7,1.7,fog
2015/1/4,10.2,10.6,3.3,4.5,fog
2015/1/5,8.1,12.2,9.4,6.4,fog
2015/1/6,0,12.2,6.1,1.3,fog
2015/1/7,0,7.8,5.6,1.6,fog
2015/1/8,0,7.8,1.7,2.6,fog
2015/1/9,0.3,10,3.3,0.6,fog
2015/1/10,5.8,7.8,6.1,0.5,fog
2015/1/11,1.5,9.4,7.2,1.1,fog
2015/1/12,0,11.1,4.4,1.6,fog
2015/1/13,0,9.4,2.8,2.7,fog
2015/1/14,0,6.1,0.6,2.8,fog
2015/1/15,9.7,7.8,1.1,3.2,fog
2015/1/16,0,11.7,5.6,4.5,fog
2015/1/17,26.2,13.3,3.3,2.8,fog
2015/1/18,21.3,13.9,7.2,6.6,rain
2015/1/19,0.5,10,6.1,2.8,sun
2015/1/20,0,10,3.3,3,fog
2015/1/21,0,7.2,-0.5,1.3,fog
2015/1/22,0.8,9.4,6.1,1.3,fog
2015/1/23,5.8,12.2,8.3,2.6,fog
2015/1/24,0.5,14.4,11.1,3.3,fog
2015/1/25,0,17.2,7.2,1.4,fog
2015/1/26,0,16.1,6.1,2.2,fog
2015/1/27,0.8,11.1,8.3,2,fog
2015/1/28,0,12.2,5,1.8,fog
2015/1/29,0,12.2,3.3,2.9,sun
2015/1/30,0,8.3,1.1,0.8,fog
2015/1/31,0,7.2,3.3,1.9,fog
2015/2/1,1.5,9.4,4.4,2.6,fog
2015/2/2,7.4,11.1,5,4,fog
2015/2/3,1.3,10,5.6,1.9,fog
2015/2/4,8.4,10.6,4.4,1.7,fog
2015/2/5,26.2,13.3,8.3,4.6,fog
2015/2/6,17.3,14.4,10,4.5,fog
2015/2/7,23.6,12.2,9.4,4.6,fog
2015/2/8,3.6,15,8.3,3.9,fog
2015/2/9,6.1,13.3,8.3,2.5,fog
2015/2/10,0.3,12.8,8.3,4,fog
2015/2/11,0,12.8,5.6,1,fog
2015/2/12,1,16.7,9.4,2.1,sun
2015/2/13,0,15.6,6.7,1.7,fog
2015/2/14,0.3,14.4,6.7,2.9,fog
2015/2/15,0,12.2,3.9,4.8,sun
2015/2/16,0,15,5.6,6.6,fog
2015/2/17,0,16.1,4.4,4,sun
2015/2/18,0,12.2,4.4,2.6,sun
2015/2/19,4.6,10.6,8.3,2.2,fog
2015/2/20,0.8,11.1,7.2,0.9,fog
2015/2/21,0,12.2,5.6,4.5,sun
2015/2/22,0,11.7,3.3,4.2,sun
2015/2/23,0,12.8,0.6,1.4,sun
2015/2/24,0,11.1,2.2,1.5,sun
2015/2/25,4.1,10,6.7,1,fog
